date,period,track,market_id,selection_id,model_odds,preoff_lay,bsp,win,preoff_value,gate_on,hist_n,hist_brier_adv
2023-04-29,2023,Morphettville,213430211,38678041,6.98,4.1,4.52,0.0,-0.10063596337969113,False,48,
2023-04-30,2023,Naracoorte,213513586,55244095,4.97,3.05,2.91,0.0,-0.12666160899825182,False,49,
2023-05-06,2023,Morphettville,213744432,2393090,4.79,3.55,3.53,1.0,-0.0729218736216884,False,50,-0.022650918349747445
2023-05-07,2023,Port Augusta,213814231,8535675,6.16,3.8,3.62,1.0,-0.10082023239917975,False,50,-0.020813883906671993
2023-05-07,2023,Port Augusta,213814237,36771534,4.91,3.6,4.04,0.0,-0.07411178999773707,False,50,-0.020813883906671993
2023-05-10,2023,Balaklava,213953418,51454747,7.92,5.0,4.98,0.0,-0.07373737373737374,False,50,-0.021072190998716156
2023-05-10,2023,Balaklava,213953430,55713773,6.48,3.05,3.17,1.0,-0.17354786480469545,False,50,-0.021072190998716156
2023-05-10,2023,Balaklava,213953442,53088552,7.02,4.3,4.76,0.0,-0.09010799708474126,False,50,-0.021072190998716156
2023-05-12,2023,Bordertown,214041471,45737074,6.43,3.75,3.59,1.0,-0.11114567133229653,False,50,-0.025145948383261146
2023-05-17,2023,Gawler,214261223,55978189,5.31,2.54,2.48,1.0,-0.2053768702640983,False,50,-0.025203718539132836
2023-05-19,2023,Port Augusta,214341814,43184805,5.38,3.25,2.86,0.0,-0.1218187017443523,False,50,-0.03188128558396092
2023-05-20,2023,Morphettville,214339984,3272298,4.72,3.45,3.42,0.0,-0.07799066568410709,False,50,-0.031691973488063546
2023-05-20,2023,Morphettville,214340002,56053679,4.52,3.05,3.1,1.0,-0.10662991440591907,False,50,-0.031691973488063546
2023-05-21,2023,Strathalbyn,214418032,56090156,3.22,2.24,2.1,0.0,-0.1358695652173913,False,50,-0.03603995524891196
2023-05-24,2023,Balaklava,214522934,46790801,4.51,2.9,3.08,0.0,-0.12309809618472362,False,50,-0.03539027706586628
2023-05-27,2023,Murray Bridge,214591703,50658234,4.82,3.5,3.4,0.0,-0.07824540604623592,False,50,-0.030551246123427023
2023-05-27,2023,Murray Bridge,214591721,56321547,8.12,4.3,4.6,1.0,-0.10940543017527779,False,50,-0.030551246123427023
2023-05-27,2023,Murray Bridge,214591727,46108818,10.09,5.0,4.28,0.0,-0.10089197224975224,False,50,-0.030551246123427023
2023-05-28,2023,Mount Gambier,214670364,24795803,6.03,3.35,3.37,0.0,-0.13266998341625205,False,50,-0.021123793775878613
2023-06-03,2023,Morphettville,214856849,2075405,4.18,3.2,3.32,1.0,-0.07326555023923442,False,50,-0.020964186147962416
2023-06-07,2023,Gawler,214995662,56807369,4.59,3.05,2.92,0.0,-0.11000392871173972,False,50,-0.023747266999632366
2023-06-07,2023,Gawler,214995668,700755,6.67,4.1,4.34,0.0,-0.09397740154313089,False,50,-0.023747266999632366
2023-06-10,2023,Morphettville,215061295,56872631,4.71,3.45,3.09,0.0,-0.07754084741068956,False,50,-0.01995925473743493
2023-06-10,2023,Morphettville,215061331,56872651,6.59,3.05,2.84,0.0,-0.1761237841737357,False,50,-0.01995925473743493
2023-06-11,2023,Port Augusta,215104265,39233067,9.72,5.2,5.18,0.0,-0.08942703387147831,False,50,-0.01925432105127725
2023-06-12,2023,Murray Bridge,215130069,48198611,4.67,3.35,3.06,1.0,-0.0843747003739333,False,50,-0.02050759311606204
2023-06-12,2023,Murray Bridge,215130087,51414251,9.9,5.0,4.63,1.0,-0.098989898989899,False,50,-0.02050759311606204
2023-06-14,2023,Balaklava,215193736,57047248,4.38,2.96,3.04,1.0,-0.10952733555473279,False,50,-0.02820138107260231
2023-06-14,2023,Balaklava,215193754,42087628,3.5,2.7,2.65,1.0,-0.08465608465608465,False,50,-0.02820138107260231
2023-06-14,2023,Balaklava,215193760,43837586,7.58,4.9,5.2,0.0,-0.07215551128102954,False,50,-0.02820138107260231
2023-06-17,2023,Murray Bridge,215229759,473034,5.91,4.1,4.78,0.0,-0.07469770129173375,False,50,-0.03351548572983512
2023-06-18,2023,Mount Gambier,215270331,56838026,7.32,4.5,4.66,0.0,-0.08561020036429873,False,50,-0.0334655067616863
2023-06-18,2023,Mount Gambier,215270337,57147929,5.52,3.45,3.22,0.0,-0.10869565217391303,False,50,-0.0334655067616863
2023-06-24,2023,Morphettville,215405515,57377741,5.38,3.55,3.42,0.0,-0.09581653489711503,False,50,-0.028028043156717725
2023-06-28,2023,Balaklava,215533339,46472307,5.77,3.7,3.38,1.0,-0.09696004496697733,False,50,-0.023018483557105784
2023-07-01,2023,Murray Bridge,215594703,57625479,5.4,3.55,3.21,0.0,-0.09650495565988526,False,50,-0.027856702501421665
2023-07-01,2023,Murray Bridge,215594721,36318937,10.01,4.8,4.87,0.0,-0.10843323343323344,False,50,-0.027856702501421665
2023-07-08,2023,Gawler,215804753,25178987,7.27,3.4,2.98,1.0,-0.15656606521563232,False,50,-0.020611222131830975
2023-07-09,2023,Port Augusta,215866523,40050597,3.52,2.04,2.01,0.0,-0.2061051693404634,False,50,-0.02685176935439934
2023-07-09,2023,Port Augusta,215866541,46159623,4.54,2.7,2.89,0.0,-0.15010605318975362,False,50,-0.02685176935439934
2023-07-09,2023,Port Augusta,215866565,38980578,4.86,2.94,2.8,0.0,-0.13437473754934073,False,50,-0.02685176935439934
2023-07-12,2023,Murray Bridge,215947667,39456968,6.1,3.15,3.65,0.0,-0.15352589123080923,False,50,-0.022670519737079786
2023-07-15,2023,Morphettville,216006570,27391752,5.14,3.65,3.72,0.0,-0.07942007355684663,False,50,-0.021957536702122915
2023-07-22,2023,Morphettville,216205078,58371151,4.97,3.55,3.41,1.0,-0.08048289738430583,False,50,-0.021871650796149195
2023-07-22,2023,Morphettville,216205096,58371162,5.13,3.6,3.98,0.0,-0.08284600389863547,False,50,-0.021871650796149195
2023-07-22,2023,Morphettville,216205108,46055951,3.78,2.72,2.54,1.0,-0.10309679427326479,False,50,-0.021871650796149195
2023-07-26,2023,Murray Bridge,216357026,58569492,8.0,4.8,4.78,0.0,-0.08333333333333334,False,50,-0.025842347654852077
2023-07-29,2023,Morphettville,216415603,58635344,3.7,2.8,2.61,0.0,-0.08687258687258692,False,50,-0.022098598353723936
2023-07-30,2023,Balaklava,216475037,44161280,5.16,3.1,3.3,0.0,-0.12878219554888723,False,50,-0.021665729241837017
2023-08-02,2023,Gawler,216592418,58813799,4.82,3.6,3.72,0.0,-0.07030889810972801,False,50,-0.017248891022398655
2023-08-02,2023,Gawler,216592430,45301227,5.86,3.15,3.21,1.0,-0.14681185329649493,False,50,-0.017248891022398655
2023-08-05,2023,Murray Bridge,216665596,58882642,5.02,3.45,3.2,0.0,-0.0906518852127721,False,50,-0.023217457570759853
2023-08-19,2023,Morphettville,217171568,45690721,4.49,2.74,2.69,1.0,-0.14224635442914507,False,50,-0.023671049098153624
2023-08-23,2023,Murray Bridge,217373141,59620465,4.4,2.18,2.03,1.0,-0.23144286905754793,False,50,-0.02548742264266282
2023-08-26,2023,Morphettville,217459016,59684607,5.44,3.0,2.51,0.0,-0.14950980392156862,False,50,-0.028394957212885874
2023-08-26,2023,Morphettville,217459052,41589650,7.05,4.1,3.95,1.0,-0.10205846739318458,False,50,-0.028394957212885874
2023-08-27,2023,Port Augusta,217546933,47462538,5.85,4.1,3.91,0.0,-0.07296226808421932,False,50,-0.03133828990538054
2023-08-30,2023,Mount Gambier,217653986,59887526,4.4,2.98,2.82,0.0,-0.10829774252593047,False,50,-0.0254646785024166
2023-08-30,2023,Mount Gambier,217653998,59453510,3.7,2.82,2.6,0.0,-0.08433965880774397,False,50,-0.0254646785024166
2023-09-02,2023,Morphettville,217738961,48908180,5.8,3.7,3.65,1.0,-0.09785647716682194,False,50,-0.020360026566195122
2023-09-06,2023,Murray Bridge,217913920,60151651,5.13,3.75,3.3,0.0,-0.07173489278752435,False,50,-0.017583509028203492
2023-09-13,2023,Balaklava,218166812,19276971,5.0,3.35,3.51,0.0,-0.09850746268656713,False,50,-0.018123765911833067
2023-09-16,2023,Morphettville,218247189,52237725,4.39,3.0,3.45,0.0,-0.10554290053151097,False,50,-0.017924220529699192
2023-09-20,2023,Strathalbyn,218447917,60695771,4.57,3.2,3.12,1.0,-0.0936816192560175,False,50,-0.013645597690799677
2023-09-23,2023,Morphettville,218547344,50353567,4.24,2.52,2.41,1.0,-0.16097634022162324,False,50,-0.018454398597046368
2023-09-24,2023,Mount Gambier,218630977,47462549,4.83,3.35,3.3,0.0,-0.09146812521244707,False,50,-0.024251381793892024
2023-09-27,2023,Murray Bridge,218782910,60987278,7.94,4.7,4.28,0.0,-0.08682137306393697,False,50,-0.024098339774145217
2023-09-27,2023,Murray Bridge,218782916,60987289,4.69,3.25,3.23,1.0,-0.09447269148761689,False,50,-0.024098339774145217
2023-09-27,2023,Murray Bridge,218782922,42560916,4.75,2.7,2.58,0.0,-0.15984405458089668,False,50,-0.024098339774145217
2023-09-30,2023,Morphettville,218893483,42169395,4.18,3.05,3.0,0.0,-0.08863440269825085,False,50,-0.022685565939154606
2023-10-06,2023,Morphettville,219227999,50685805,4.84,3.45,3.66,0.0,-0.08324350221583424,False,50,-0.019558109241329363
2023-10-06,2023,Morphettville,219228011,61336731,5.3,3.45,3.22,0.0,-0.10117582718074924,False,50,-0.019558109241329363
2023-10-07,2023,Murray Bridge,219235095,61337569,4.2,3.15,2.97,0.0,-0.07936507936507936,False,50,-0.019704109537461434
2023-10-08,2023,Strathalbyn,219321980,61068583,5.3,3.65,3.61,0.0,-0.08529335745670713,False,50,-0.019601047979755676
2023-10-11,2023,Mount Gambier,219466403,61522441,4.51,3.35,3.12,0.0,-0.07677797266439418,False,50,-0.020501253764005217
2023-10-11,2023,Mount Gambier,219466415,39689711,4.49,3.2,3.25,0.0,-0.08978285077951004,False,50,-0.020501253764005217
2023-10-14,2023,Morphettville,219583811,41574404,4.84,3.55,3.74,0.0,-0.07507857059713655,False,50,-0.016759378229991823
2023-10-18,2023,Balaklava,219799095,60987296,3.6,2.5,2.53,1.0,-0.12222222222222223,False,50,-0.012662501570494505
2023-10-18,2023,Balaklava,219799107,61791131,4.93,3.5,3.72,0.0,-0.08287452912199358,False,50,-0.012662501570494505
2023-10-18,2023,Balaklava,219799119,51735683,9.62,4.5,4.43,0.0,-0.11827211827211825,False,50,-0.012662501570494505
2023-10-22,2023,Naracoorte,219964432,61861098,5.32,2.7,2.55,0.0,-0.18240044555834029,False,50,-0.009381849738501202
2023-10-22,2023,Naracoorte,219964456,61861122,5.49,3.8,3.91,0.0,-0.08100853225961077,False,50,-0.009381849738501202
2023-10-25,2023,Port Lincoln,220115324,62032528,4.26,2.8,2.76,1.0,-0.12240107310529846,False,50,-0.007855106180465837
2023-10-25,2023,Port Lincoln,220115371,28101890,5.18,3.65,3.69,1.0,-0.08092240968953296,False,50,-0.007855106180465837
2023-10-27,2023,Gawler,220214470,53914046,3.36,2.24,2.22,1.0,-0.14880952380952378,False,50,-0.01570319829794209
2023-10-27,2023,Gawler,220214494,17758921,5.52,2.82,2.76,0.0,-0.1734505087881591,False,50,-0.01570319829794209
2023-10-27,2023,Gawler,220214500,62063850,3.91,2.5,2.53,0.0,-0.1442455242966752,False,50,-0.01570319829794209
2023-10-28,2023,Morphettville,220213506,62097623,5.39,3.0,3.05,1.0,-0.14780457637600491,False,50,-0.014242130031073857
2023-10-28,2023,Morphettville,220213518,37173191,5.37,3.35,3.41,0.0,-0.11228772339420215,False,50,-0.014242130031073857
2023-10-28,2023,Morphettville,220213530,62097627,4.31,2.82,2.78,0.0,-0.12259136759309539,False,50,-0.014242130031073857
2023-10-29,2023,Bordertown,220299576,62135322,5.77,3.15,3.14,0.0,-0.14415009215702454,False,50,-0.016147519493346307
2023-11-01,2023,Strathalbyn,220482924,55978173,5.17,3.5,3.44,0.0,-0.09229068803536886,False,50,-0.01619972343393039
2023-11-04,2023,Morphettville,220593265,62355454,5.43,3.9,4.07,1.0,-0.07224819379515515,False,50,-0.01679345527666315
2023-11-04,2023,Morphettville,220593277,41006122,4.73,3.4,2.91,0.0,-0.08270115657256563,False,50,-0.01679345527666315
2023-11-09,2023,Gawler,220909124,62591835,5.84,2.94,3.47,0.0,-0.16890317770943994,False,50,-0.01651279651151999
2023-11-11,2023,Morphettville,220954335,44966280,5.43,3.7,3.91,0.0,-0.08610820765516894,False,50,-0.01556860170970123
2023-11-11,2023,Morphettville,220954359,62632839,4.97,3.6,3.75,0.0,-0.07657053431701319,False,50,-0.01556860170970123
2023-11-11,2023,Morphettville,220954371,52670365,8.27,5.2,5.24,0.0,-0.07138870802716024,False,50,-0.01556860170970123
2023-11-12,2023,Naracoorte,221054267,50353596,4.75,3.45,3.08,0.0,-0.07932875667429445,False,50,-0.0124305890613563
2023-11-15,2023,Murray Bridge,221214456,62788604,5.59,3.75,3.67,0.0,-0.08777579010137149,False,50,-0.012966705064704598
2023-11-15,2023,Murray Bridge,221214462,49914335,4.83,3.35,3.38,1.0,-0.09146812521244707,False,50,-0.012966705064704598
2023-11-18,2023,Morphettville,221299204,42845191,3.98,2.94,2.97,1.0,-0.08887977301473354,False,50,-0.011161490525868983
2023-11-18,2023,Morphettville,221299210,25573692,4.49,3.0,2.92,1.0,-0.11061618411284335,False,50,-0.011161490525868983
2023-11-22,2023,Balaklava,221513033,2301736,3.59,2.18,2.24,0.0,-0.180164064296849,False,50,-0.013728644324526473
2023-11-22,2023,Balaklava,221513039,2066639,5.11,3.55,3.41,0.0,-0.085995424602409,False,50,-0.013728644324526473
2023-11-22,2023,Balaklava,221513063,63025811,5.8,4.1,3.87,0.0,-0.07148864592094198,False,50,-0.013728644324526473
2023-11-25,2023,Morphettville,221601751,63084162,6.35,4.1,4.25,0.0,-0.08642212406376035,False,50,-0.0018248303637389274
2023-11-25,2023,Morphettville,221601769,62432411,5.44,3.85,3.42,0.0,-0.07591673032849502,False,50,-0.0018248303637389274
2023-11-26,2023,Port Lincoln,221680001,43837587,4.83,3.2,3.18,0.0,-0.10546066252587993,False,50,-0.00228203521640713
2023-11-29,2023,Gawler,221805149,63296615,3.27,2.5,2.37,1.0,-0.09418960244648322,False,50,-0.00224025961781657
2023-12-01,2023,Mount Gambier,221906479,52670370,5.24,3.1,3.12,0.0,-0.13174095050480178,False,50,-0.001630374672832724
2023-12-02,2023,Morphettville,221908092,26235599,5.16,3.75,3.8,1.0,-0.07286821705426358,False,50,-0.0009398592941797512
2023-12-02,2023,Morphettville,221908128,28092503,5.62,3.8,3.63,0.0,-0.08522195167634386,False,50,-0.0009398592941797512
2023-12-02,2023,Morphettville,221908140,44562803,4.33,2.98,2.9,0.0,-0.10462358758156767,False,50,-0.0009398592941797512
2023-12-03,2023,Clare,221996132,51177968,5.57,3.9,3.51,1.0,-0.0768770427657322,False,50,-0.0006611006821033716
2023-12-06,2023,Balaklava,222130301,63551727,4.66,2.78,2.79,1.0,-0.14511995553771578,True,50,0.0013362397506543333
2023-12-08,2023,Port Lincoln,222212769,52696634,3.13,2.04,2.08,0.0,-0.17070726053999874,False,50,-0.003726525946904924
2023-12-09,2023,Morphettville,222217257,3683165,2.52,2.02,2.13,1.0,-0.09822410812509824,False,50,-0.0015502904221252056
2023-12-09,2023,Morphettville,222217313,53914046,3.82,2.92,2.56,0.0,-0.08068564871261563,False,50,-0.0015502904221252056
2023-12-10,2023,Murray Bridge,222290791,62788604,2.65,2.16,2.28,1.0,-0.08560447239692515,False,50,-0.0018144920327279601
2023-12-10,2023,Murray Bridge,222290805,48198618,3.94,3.0,3.05,0.0,-0.07952622673434856,False,50,-0.0018144920327279601
2023-12-10,2023,Murray Bridge,222290817,41234140,4.09,2.96,2.94,1.0,-0.09333906033172534,False,50,-0.0018144920327279601
2023-12-10,2023,Murray Bridge,222290823,42070143,4.34,2.64,2.78,1.0,-0.14837313224409998,False,50,-0.0018144920327279601
2023-12-17,2023,Bordertown,222566935,55244088,3.89,2.88,3.01,0.0,-0.09015281348186233,False,50,-0.0133217167943383
2023-12-23,2023,Murray Bridge,222759649,64121563,5.23,3.65,3.79,0.0,-0.08276801382959217,False,50,-0.013021367569470116
2023-12-26,2023,Morphettville,222816446,4318976,4.02,2.94,2.84,1.0,-0.09137983551629603,False,50,-0.013050186495518035
2023-12-26,2023,Morphettville,222816488,56357607,5.2,3.6,3.71,0.0,-0.0854700854700855,False,50,-0.013050186495518035
2023-12-26,2023,Morphettville,222816495,49683458,4.51,3.15,3.23,1.0,-0.09573082743814448,False,50,-0.013050186495518035
2023-12-29,2023,Naracoorte,222949134,28453355,4.96,3.55,3.36,0.0,-0.08007723761926397,False,50,-0.016084636350976955
2023-12-30,2023,Morphettville,222949221,29060402,4.46,2.76,3.07,0.0,-0.1381035939429389,False,50,-0.016120378621069492
2023-12-30,2023,Morphettville,222949242,64319046,5.39,3.6,3.25,1.0,-0.09224902082044939,False,50,-0.016120378621069492
2024-01-01,2024,Murray Bridge,223041281,27202684,7.1,4.4,4.3,0.0,-0.08642765685019205,False,50,-0.02014387087326594
2024-01-03,2024,Mount Gambier,223108719,61932211,6.49,3.95,4.3,0.0,-0.09908135203136273,False,50,-0.020229033445502198
2024-01-13,2024,Murray Bridge,223400380,64763099,4.55,3.1,3.07,1.0,-0.10280042538107054,False,50,-0.015974923648789274
2024-01-13,2024,Murray Bridge,223400394,63363895,4.83,3.45,3.25,0.0,-0.08281573498964806,False,50,-0.015974923648789274
2024-01-17,2024,Oakbank,223597968,62097618,5.04,3.4,3.43,0.0,-0.09570494864612514,False,50,-0.011929830894071097
2024-01-20,2024,Gawler,223680071,58371168,6.96,4.0,4.17,1.0,-0.10632183908045978,False,50,-0.012845668390490034
2024-01-24,2024,Port Lincoln,223873988,65204356,4.08,3.1,2.91,1.0,-0.07748260594560405,False,50,-0.0181532031953672
2024-01-24,2024,Port Lincoln,223874030,28223906,5.48,3.45,3.49,0.0,-0.10737332063895061,False,50,-0.0181532031953672
2024-01-26,2024,Murray Bridge,223940806,28369290,6.14,4.2,3.8,0.0,-0.07522878858383741,False,50,-0.01606867454497543
2024-01-27,2024,Morphettville,223945527,54404318,7.02,3.8,3.84,0.0,-0.12070775228669964,False,50,-0.01690370908297556
2024-01-31,2024,Mount Gambier,224159190,64493823,7.11,4.5,4.63,0.0,-0.08157524613220815,False,50,-0.017339400772756863
2024-02-02,2024,Strathalbyn,224242571,42154673,4.32,3.15,3.1,0.0,-0.08597883597883599,False,50,-0.017631777187877923
2024-02-03,2024,Morphettville,224244794,41397875,5.69,3.6,3.67,1.0,-0.10203085334895531,False,50,-0.014434512983923287
2024-02-03,2024,Morphettville,224244800,62869211,6.98,4.5,3.74,0.0,-0.07895574657752308,False,50,-0.014434512983923287
2024-02-05,2024,Balaklava,224414622,65557298,6.98,3.85,3.65,0.0,-0.11647378409556058,False,50,-0.019576730116393992
2024-02-05,2024,Balaklava,224414634,42844816,4.85,3.55,3.6,1.0,-0.07550457383476114,False,50,-0.019576730116393992
2024-02-07,2024,Murray Bridge,224462590,65732189,4.48,3.35,3.28,1.0,-0.07529317697228144,False,50,-0.022437511585767594
2024-02-07,2024,Murray Bridge,224462597,65732195,4.91,3.5,3.4,0.0,-0.08204829793424498,False,50,-0.022437511585767594
2024-02-09,2024,Oakbank,224548251,28435290,5.01,2.86,2.62,0.0,-0.15004955124715608,False,50,-0.025101650159437328
2024-02-09,2024,Oakbank,224548263,65787401,5.34,3.55,3.17,0.0,-0.09442422324207417,False,50,-0.025101650159437328
2024-02-09,2024,Oakbank,224548275,63402164,4.63,3.4,3.29,1.0,-0.07813492567653413,False,50,-0.025101650159437328
2024-02-10,2024,Morphettville,224549866,51454757,6.42,4.2,4.47,1.0,-0.08233199821984868,False,50,-0.020440352172711812
2024-02-10,2024,Morphettville,224549887,50005811,4.84,2.96,2.89,1.0,-0.13122626758990394,False,50,-0.020440352172711812
2024-02-11,2024,Naracoorte,224626092,42087626,6.22,2.96,2.66,1.0,-0.17706613365777352,False,50,-0.026367315553606274
2024-02-14,2024,Gawler,224779856,65260446,4.67,2.76,2.69,0.0,-0.14818607826707636,False,50,-0.03250528189339799
2024-02-14,2024,Gawler,224779868,49513072,4.9,2.74,2.8,1.0,-0.16088187099657383,False,50,-0.03250528189339799
2024-02-15,2024,Kangaroo Island,224823218,43668984,4.46,3.25,3.15,0.0,-0.0834770610555364,False,50,-0.03669013843962904
2024-02-17,2024,Morphettville,224862965,55494162,3.71,2.4,2.4,0.0,-0.14712488769092547,False,50,-0.036475575103147195
2024-02-17,2024,Morphettville,224862979,38515269,5.38,3.25,3.18,0.0,-0.1218187017443523,False,50,-0.036475575103147195
2024-02-17,2024,Kangaroo Island,224899864,5054130,4.33,3.1,2.77,0.0,-0.09163376294420025,False,50,-0.036475575103147195
2024-02-18,2024,Port Lincoln,224931182,61068533,4.36,3.3,3.35,1.0,-0.07367250486516544,False,50,-0.03225006575554848
2024-02-18,2024,Port Lincoln,224931218,66069569,6.7,4.0,3.55,0.0,-0.10074626865671643,False,50,-0.03225006575554848
2024-02-21,2024,Strathalbyn,225072511,66239940,5.19,3.55,3.57,1.0,-0.08901191348476217,False,50,-0.03211620649024152
2024-03-02,2024,Morphettville,225458087,65787501,4.67,2.96,2.87,1.0,-0.12370507552520399,False,50,-0.03601761586252189
2024-03-02,2024,Morphettville,225458129,66543159,4.89,3.4,3.03,1.0,-0.08961866955371106,False,50,-0.03601761586252189
2024-03-02,2024,Morphettville,225458136,66543162,4.44,3.15,2.61,1.0,-0.09223509223509224,False,50,-0.03601761586252189
2024-03-06,2024,Balaklava,225684409,51982365,4.88,2.7,2.62,1.0,-0.1654523375834851,False,50,-0.04120118152661806
2024-03-09,2024,Murray Bridge,225793004,66790075,4.28,2.98,3.2,0.0,-0.10192560998557362,False,50,-0.0437387268189347
2024-03-10,2024,Clare,225886878,53407694,4.87,3.45,3.5,1.0,-0.08451626342886054,False,50,-0.04355345380617187
2024-03-10,2024,Clare,225886890,50379679,5.06,3.5,3.5,0.0,-0.08808582721626196,False,50,-0.04355345380617187
2024-03-11,2024,Morphettville,225849589,51784036,4.56,3.1,3.13,1.0,-0.10328239954725521,False,50,-0.04419394057613146
2024-03-13,2024,Strathalbyn,226031743,58813797,7.12,4.1,2.32,0.0,-0.10345300082214307,False,50,-0.04455943815214619
2024-03-13,2024,Strathalbyn,226031764,50997552,4.93,3.15,3.25,0.0,-0.11462056086802533,False,50,-0.04455943815214619
